KIC;Kpmag;QLen;DLen;numax;e_numax;Delnu;e_Delnu;A;e_A;Width;e_Width;Gran;e_Gran;Teff;e_Teff;logg;e_log(g);[Fe/H];e_[Fe/H];NoCorM;e_NoCorM;NoCorR;e_NoCorR;RGBcorM;e_RGBcorM;RGBcorR;e_RGBcorR;ClcorM;e_ClcorM;ClcorR;e_ClcorR;Phase;M17;Simbad;_RA;_DE
 9575718;12.860;15;1138.50; 24.32; 0.62; 3.239; 0.063;157.2;  6.9; 10.1; 1.4;   8922.7;   566.7;4827; 80; 2.295; 0.012;-0.26; 0.15; 1.13; 0.13;12.52; 0.62; 1.03; 0.12;11.97; 0.58; 1.13; 0.13;12.53; 0.62;2;M17;Simbad;285.6332100;+46.2446289
 9575821;12.920;18;1317.60;128.85; 1.41;10.896; 0.014; 35.0;  1.4; 46.2; 6.0;     84.2;    10.9;5255;153; 3.038; 0.009;-0.17; 0.30; 1.49; 0.10; 6.11; 0.14; 1.53; 0.10; 6.20; 0.14; 1.52; 0.10; 6.18; 0.14;1;M17;Simbad;285.6935400;+46.2467189
 9575847;12.590;18;1317.60;175.30; 0.74;13.980; 0.021; 40.0;  1.6; 45.5; 1.7;     61.1;     9.3;4973; 80; 3.159; 0.006;-0.15; 0.15; 1.27; 0.06; 4.92; 0.08; 1.23; 0.06; 4.83; 0.08; 1.29; 0.06; 4.94; 0.08;1;M17;Simbad;285.7076400;+46.2739719
 9575873;11.470; 2;  41.90; 32.65; 2.31; 3.517; 0.307;136.5; 24.3; 11.4; 2.5;   6184.6;  1277.0;4639;162; 2.414; 0.032;-0.36; 0.30; 1.85; 0.76;13.97; 2.65; 1.65; 0.67;13.21; 2.45; 1.81; 0.75;13.83; 2.61;1;M17;Simbad;285.7180500;+46.2262839
 9575978;13.470; 7; 467.20; 43.57; 0.46; 4.820; 0.016; 95.7;  4.6; 13.6; 0.6;   1592.4;    85.6;5149;155; 2.562; 0.009;-0.33; 0.30; 1.46; 0.10;10.46; 0.25; 1.44; 0.10;10.40; 0.25; 1.49; 0.10;10.59; 0.26;1;M17;Simbad;285.7735300;+46.2975811
 9575996;13.910;17;1308.10;166.70; 0.96;13.646; 0.034; 38.3;  2.1; 46.5; 2.8;     59.3;    14.7;5211;154; 3.148; 0.008;-0.15; 0.30; 1.29; 0.08; 5.02; 0.11; 1.33; 0.08; 5.10; 0.11; 1.31; 0.08; 5.06; 0.11;1;M17;Simbad;285.7809100;+46.2239419
 9576289;12.840; 7; 467.20; 30.03; 0.87; 3.983; 0.115;134.8;  5.1; 13.5; 1.4;   4683.4;   272.2;4900; 80; 2.390; 0.014;-0.31; 0.15; 0.95; 0.14;10.30; 0.69; 0.90; 0.14;10.04; 0.66; 0.95; 0.14;10.32; 0.69;2;M17;Simbad;285.9320400;+46.2007789
 9577953;13.290;18;1317.60; 29.29; 0.68; 3.915; 0.098;120.4;  4.7; 12.2; 1.5;   4653.2;   270.1;5048;142; 2.386; 0.013;-0.58; 0.30; 0.99; 0.13;10.55; 0.62; 0.95; 0.13;10.35; 0.60; 1.01; 0.14;10.65; 0.63;2;M17;Simbad;286.8971300;+46.2925419
 9578794;12.980; 9; 642.10; 31.11; 0.78; 3.613; 0.015;109.5;  5.6; 13.5; 1.2;   3736.5;   201.7;4635; 80; 2.393; 0.012; 0.02; 0.15; 1.43; 0.13;12.61; 0.39; 1.29; 0.11;11.94; 0.37; 1.44; 0.13;12.62; 0.39;1;M17;Simbad;287.3999300;+46.2405889
 9579328;11.160;15;1138.70; 33.52; 0.88; 3.861; 0.026;119.2;  4.6; 14.7; 1.4;   4283.9;   223.3;4663;136; 2.427; 0.014; 0.03; 0.30; 1.39; 0.14;11.93; 0.43; 1.25; 0.13;11.34; 0.41; 1.40; 0.14;11.96; 0.43;2;M17;Simbad;287.7036100;+46.2752611
 9579357;11.820;18;1317.70;132.88; 1.14;10.476; 0.017; 29.1;  1.3; 44.0; 3.8;     78.3;    17.0;4896; 80; 3.036; 0.007; 0.15; 0.15; 1.72; 0.09; 6.58; 0.12; 1.65; 0.08; 6.45; 0.12; 1.75; 0.09; 6.66; 0.12;1;M17;Simbad;287.7177400;+46.2360919
 9579401;13.190;15;1135.10; 14.80; 0.44; 2.102; 0.015;245.1; 18.3;  6.1; 0.9;  25425.1;  1771.0;4342; 80; 2.056; 0.014;-0.17; 0.15; 1.22; 0.13;17.15; 0.64; 1.05; 0.11;15.93; 0.59; 1.18; 0.12;16.89; 0.63;1;M17;Simbad;287.7434700;+46.2798119
 9579569;12.945;18;1317.74;243.88; 1.77;16.844; 0.049;     ;     ;     ;    ;         ;        ;5111;145; 3.309; 0.008;-0.10; 0.30; 1.69; 0.10; 4.78; 0.11; 1.68; 0.10; 4.75; 0.10; 1.73; 0.11; 4.83; 0.11;1;M17;Simbad;287.8505900;+46.2935711
 9579698;14.620;17;1308.30; 33.47; 0.41; 4.144; 0.016; 94.4;  6.0; 10.6; 0.8;   2701.3;   392.0;4986;149; 2.441; 0.009;-0.98; 0.30; 1.15; 0.08;10.69; 0.27; 1.04; 0.07;10.17; 0.25; 1.15; 0.08;10.67; 0.27;1;M17;Simbad;287.9201700;+46.2617911
 9579860;11.580;18;1317.70; 55.73; 0.60; 5.880; 0.015; 84.3;  3.8; 19.5; 1.3;   1280.0;    53.1;4760;100; 2.652; 0.008;-0.26; 0.15; 1.22; 0.07; 8.64; 0.18; 1.09; 0.06; 8.16; 0.17; 1.22; 0.07; 8.62; 0.18;1;M17;Simbad;288.0165100;+46.2069211
 9579999;12.260; 8; 557.50; 31.47; 5.38; 3.595; 0.082; 99.9;  9.2; 14.4; 6.3;   6395.3;   952.2;4640; 80; 2.398; 0.074; 0.13; 0.15; 1.52; 0.79;12.89; 2.29; 1.38; 0.72;12.28; 2.18; 1.53; 0.80;12.95; 2.30;2;M17;Simbad;288.0789800;+46.2154500
 9580043;12.610;18;1317.70; 74.66; 0.57; 7.317; 0.009; 83.8;  4.1; 22.4; 1.1;    681.1;    47.9;4664; 80; 2.775; 0.007;-0.11; 0.15; 1.19; 0.06; 7.40; 0.14; 1.06; 0.05; 6.98; 0.13; 1.18; 0.06; 7.38; 0.14;1;M17;Simbad;288.1011000;+46.2515789
 9580165;13.110; 7; 467.30; 33.62; 0.55; 4.025; 0.050;122.4;  5.0; 13.9; 1.0;   3038.9;   253.9;5251;162; 2.454; 0.011;-0.24; 0.30; 1.42; 0.13;11.69; 0.42; 1.45; 0.13;11.84; 0.43; 1.45; 0.13;11.81; 0.43;2;M17;Simbad;288.1803300;+46.2002111
 9580171;11.150;17;1235.40; 22.52; 0.29; 2.906; 0.015;183.7; 10.3;  8.3; 1.0;   8428.4;   588.0;4534;100; 2.248; 0.009;-0.09; 0.15; 1.26; 0.08;13.95; 0.34; 1.10; 0.07;13.06; 0.31; 1.24; 0.08;13.85; 0.34;1;M17;Simbad;288.1847200;+46.2466089
 9580292;13.550; 6; 380.80; 23.41; 0.28; 2.993; 0.026;172.6; 12.2;  8.0; 0.9;   7450.3;   845.7;4813;144; 2.278; 0.009;-0.14; 0.30; 1.37; 0.10;14.09; 0.41; 1.26; 0.09;13.49; 0.39; 1.39; 0.11;14.16; 0.42;2;M17;Simbad;288.2581800;+46.2194289
 9580343;12.230;18;1317.70; 31.54; 0.71; 4.078; 0.043;110.3;  5.2; 12.5; 0.9;   3968.4;   212.2;4887; 80; 2.411; 0.011;-0.32; 0.15; 1.00; 0.09;10.30; 0.36; 0.93; 0.08; 9.97; 0.35; 1.00; 0.09;10.34; 0.36;2;M17;Simbad;288.2843900;+46.2283519
 9580407;12.280;18;1317.70; 28.65; 0.57; 3.899; 0.040;139.1;  6.3; 12.5; 1.2;   6449.0;   417.4;4845;100; 2.367; 0.011;-0.22; 0.15; 0.88; 0.08;10.19; 0.34; 0.84; 0.07; 9.96; 0.33; 0.89; 0.08;10.24; 0.34;2;M17;Simbad;288.3197900;+46.2743111
 9580943;13.450;11; 786.60; 46.74; 0.46; 5.186; 0.022; 96.9;  4.3; 15.6; 0.9;   1949.1;   110.5;5042;153; 2.588; 0.009;-0.16; 0.30; 1.30; 0.09; 9.59; 0.23; 1.28; 0.09; 9.52; 0.23; 1.32; 0.09; 9.66; 0.24;1;M17;Simbad;288.6134000;+46.2277411
 9580991;11.650;18;1317.70; 62.32; 0.97; 5.723; 0.011; 45.2;  2.5; 23.0; 2.4;    608.1;    49.0;5172;100; 2.719; 0.009;-0.13; 0.15; 2.16; 0.14;10.63; 0.25; 2.20; 0.15;10.74; 0.25; 2.24; 0.15;10.84; 0.26;1;M17;Simbad;288.6422400;+46.2665789
 9581163;13.740;17;1308.30;193.17; 1.15;15.279; 0.028; 37.4;  2.4; 47.3; 3.2;     62.4;    19.0;5285;155; 3.215; 0.008;-0.36; 0.30; 1.31; 0.08; 4.67; 0.10; 1.34; 0.08; 4.74; 0.10; 1.34; 0.08; 4.73; 0.10;1;M17;Simbad;288.7390100;+46.2859500
 9581275;13.613;18;1317.74;215.16; 1.68;16.655; 0.035;     ;     ;     ;    ;         ;        ;5147;151; 3.256; 0.008;-0.12; 0.30; 1.23; 0.08; 4.32; 0.10; 1.26; 0.08; 4.38; 0.10; 1.24; 0.08; 4.34; 0.10;1;M17;Simbad;288.8019700;+46.2570919
 9581413;13.230; 8; 557.50; 46.70; 0.39; 5.148; 0.019;122.5;  6.3; 13.5; 0.6;   1936.3;   160.9;4994;151; 2.586; 0.009;-0.27; 0.30; 1.32; 0.09; 9.68; 0.23; 1.26; 0.08; 9.46; 0.22; 1.34; 0.09; 9.77; 0.23;1;M17;Simbad;288.8782300;+46.2352100
 9581445;11.780;18;1317.70; 60.95; 0.77; 5.783; 0.013; 55.8;  2.4; 20.7; 1.2;    483.8;    32.8;4989;100; 2.701; 0.008; 0.25; 0.15; 1.83; 0.11;10.00; 0.22; 1.81; 0.11; 9.94; 0.22; 1.87; 0.11;10.10; 0.22;1;M17;Simbad;288.8919700;+46.2822111
 9581849;12.800; 6; 380.70; 35.35; 0.77; 4.106; 0.047;129.2;  5.2; 14.1; 1.3;   2846.9;   274.0;4750; 80; 2.454; 0.011; 0.17; 0.15; 1.31; 0.12;11.23; 0.40; 1.23; 0.11;10.88; 0.39; 1.32; 0.12;11.29; 0.40;2;M17;Simbad;289.1159100;+46.2448811
 9581947;13.560; 7; 467.20; 28.85; 1.13; 3.823; 0.084;122.6;  5.9; 15.4; 2.8;   4406.4;   519.0;4966;159; 2.376; 0.019; 0.30; 0.30; 1.01; 0.16;10.81; 0.68; 1.05; 0.17;11.01; 0.69; 1.01; 0.16;10.80; 0.68;2;M17;Simbad;289.1649500;+46.2624819
 9581977;13.830; 5; 371.30; 34.72; 0.56; 4.120; 0.020;125.8;  6.7; 11.9; 0.7;   3310.7;   354.0;4948;151; 2.455; 0.011;-0.27; 0.30; 1.30; 0.10;11.18; 0.31; 1.23; 0.10;10.85; 0.30; 1.32; 0.10;11.28; 0.32;1;M17;Simbad;289.1834400;+46.2896119
 9582005;11.440;15;1138.60; 30.05; 1.20; 3.563; 0.030;103.0;  4.8; 13.0; 1.3;   3344.3;   238.2;4866;100; 2.389; 0.018; 0.06; 0.15; 1.47; 0.20;12.83; 0.60; 1.40; 0.19;12.51; 0.58; 1.49; 0.20;12.92; 0.60;2;M17;Simbad;289.1926900;+46.2435681
 9582559;13.230;18;1317.70; 26.64; 0.55; 3.373; 0.021;154.9;  7.5; 11.1; 1.7;   7336.7;   480.0;4549; 80; 2.322; 0.011; 0.24; 0.15; 1.15; 0.09;12.28; 0.36; 1.04; 0.08;11.63; 0.34; 1.15; 0.09;12.27; 0.36;2;M17;Simbad;289.4929200;+46.2229189
 9582638;11.960;16;1149.40;  5.64; 0.13; 1.063; 0.010;639.5; 54.8;  2.4; 0.3; 176489.6; 54020.5;4225; 80; 1.632; 0.012;-0.50; 0.15; 0.99; 0.09;25.23; 0.86; 0.84; 0.08;23.21; 0.78; 0.96; 0.09;24.76; 0.84;1;M17;Simbad;289.5302400;+46.2468300
 9582784;10.650; 4; 206.30;  7.33; 1.02; 1.411; 0.127;232.1; 55.8;  3.2; 1.2;  98580.5; 18904.2;4387; 80; 1.754; 0.060;-0.45; 0.15; 0.74; 0.41;18.95; 4.32; 0.60; 0.32;17.00; 3.74; 0.73; 0.40;18.77; 4.26;0;M17;Simbad;289.6061400;+46.2002489
 9583430;11.600;18;1317.70;100.48; 1.10; 7.759; 0.022; 33.4;  1.3; 39.5; 3.0;    142.5;    24.0;5149;100; 2.925; 0.008; 0.34; 0.15; 2.66; 0.15; 9.31; 0.20; 2.87; 0.17; 9.67; 0.21; 2.72; 0.16; 9.42; 0.20;2;M17;Simbad;289.9117700;+46.2488100
 9583607;11.490;18;1317.70; 25.25; 0.51; 3.816; 0.055;129.9;  6.0; 11.5; 0.8;   5952.1;   390.3;4985; 80; 2.318; 0.010;-0.61; 0.15; 0.69; 0.06; 9.51; 0.37; 0.67; 0.06; 9.42; 0.36; 0.73; 0.07; 9.83; 0.39;2;M17;Simbad;290.0040000;+46.2981911
 9583645;14.820;17;1308.30;148.97; 1.07;12.736; 0.026; 53.3;  2.8; 38.9; 3.2;     56.0;    18.9;5023;150; 3.091; 0.008;-1.03; 0.30; 1.15; 0.07; 5.06; 0.11; 1.05; 0.06; 4.83; 0.11; 1.13; 0.07; 5.02; 0.11;1;M17;Simbad;290.0193200;+46.2721600
 9583720;11.570;18;1317.70; 56.49; 0.51; 5.676; 0.015; 81.9;  3.5; 18.8; 1.0;   1085.3;    51.4;4884;100; 2.664; 0.007; 0.08; 0.15; 1.52; 0.08; 9.52; 0.19; 1.46; 0.08; 9.31; 0.19; 1.55; 0.09; 9.59; 0.20;1;M17;Simbad;290.0575900;+46.2844200
 9588504;13.510;18;1317.90; 11.69; 0.30; 1.990; 0.024;175.0; 13.9;  4.3; 0.5;  25593.1;  1719.4;5151;168; 1.991; 0.014;-1.10; 0.30; 0.97; 0.11;16.46; 0.68; 0.93; 0.10;16.17; 0.67; 1.00; 0.11;16.72; 0.69;0;M17;Simbad;292.0017700;+46.2352600
 9589060;12.390; 6; 457.80; 13.11; 0.37; 1.946; 0.031;168.6; 10.5;  5.7; 0.9;  18603.8;  1593.7;4909;153; 2.030; 0.015;-0.03; 0.30; 1.39; 0.17;18.85; 0.89; 1.33; 0.16;18.43; 0.87; 1.41; 0.17;18.98; 0.90;0;M17;Simbad;292.2457600;+46.2986181
 9589101;10.020; 4; 206.40; 17.90; 0.92; 2.615; 0.174;198.7; 19.1;  7.6; 1.4;  15267.9;  2726.5;4738;140; 2.158; 0.024; 0.39; 0.30; 1.03; 0.32;14.00; 2.02; 1.00; 0.31;13.84; 1.98; 1.02; 0.32;13.96; 2.01;0;M17;Simbad;292.2598300;+46.2453000
 9589159;14.810;17;1308.50; 32.07; 1.56; 4.064; 0.074;103.5;  5.1; 13.5; 1.8;   4588.9;   347.0;4930;140; 2.420; 0.022;-0.35; 0.30; 1.08; 0.19;10.60; 0.68; 1.01; 0.17;10.27; 0.65; 1.09; 0.19;10.65; 0.68;2;M17;Simbad;292.2838100;+46.2550089
 9589271;10.920;17;1235.60;  8.78; 0.28; 1.361; 0.016;407.5; 27.6;  3.8; 0.6; 104279.0;  8679.5;4193;125; 1.822; 0.016; 0.19; 0.30; 1.38; 0.17;23.84; 1.07; 1.20; 0.15;22.24; 0.99; 1.35; 0.16;23.60; 1.06;0;M17;Simbad;292.3312700;+46.2213289
 9589369;12.080;18;1317.90;157.21; 7.05;11.866; 0.049; 13.4;  1.3; 65.1;33.0;     45.7;     4.0;5249;152; 3.124; 0.021;-0.30; 0.30; 1.92; 0.28; 6.29; 0.31; 1.94; 0.29; 6.33; 0.32; 1.98; 0.29; 6.39; 0.32;1;M17;Simbad;292.3762200;+46.2473789
 9589420;13.120;18;1317.90;108.36; 0.76; 9.438; 0.018; 57.5;  2.0; 33.7; 1.4;    169.3;    35.9;5064;149; 2.954; 0.008;-0.21; 0.30; 1.49; 0.09; 6.73; 0.15; 1.45; 0.09; 6.64; 0.15; 1.52; 0.09; 6.81; 0.15;1;M17;Simbad;292.3961500;+46.2849311
 9589500;11.860;18;1317.90;105.74; 1.09; 8.370; 0.022; 35.4;  1.6; 40.0; 3.4;    137.6;    29.6;5164;100; 2.948; 0.008; 0.22; 0.15; 2.30; 0.13; 8.43; 0.17; 2.42; 0.14; 8.66; 0.18; 2.36; 0.13; 8.54; 0.18;2;M17;Simbad;292.4355800;+46.2312581
 9589614;13.250;10; 704.30; 29.98; 0.64; 3.827; 0.063;138.7;  5.2; 13.9; 1.2;   5368.4;   328.8;5051;155; 2.396; 0.012;-0.10; 0.30; 1.16; 0.13;11.31; 0.50; 1.17; 0.13;11.36; 0.51; 1.17; 0.13;11.34; 0.50;2;M17;Simbad;292.4872400;+46.2628589
 9589638;11.740;18;1317.90; 40.60; 0.40; 4.409; 0.013; 85.6;  4.8; 14.0; 1.1;   2182.4;   114.5;4951;100; 2.523; 0.007;-0.38; 0.15; 1.59; 0.09;11.42; 0.24; 1.47; 0.08;11.01; 0.23; 1.63; 0.09;11.56; 0.24;1;M17;Simbad;292.4962500;+46.2496111
 9590062;11.110;18;1317.90;140.30; 0.92;10.691; 0.024; 30.7;  0.8; 47.9; 2.4;     41.8;     6.2;4951; 80; 3.062; 0.006; 0.03; 0.15; 1.89; 0.09; 6.71; 0.12; 1.82; 0.09; 6.58; 0.12; 1.94; 0.09; 6.80; 0.12;1;M17;Simbad;292.6717800;+46.2367289
 9590589;13.290;18;1317.90; 24.24; 0.32; 3.054; 0.015;142.8;  7.7;  7.6; 0.8;   9587.9;   481.8;4806;143; 2.293; 0.010;-0.52; 0.30; 1.40; 0.10;14.00; 0.37; 1.23; 0.09;13.14; 0.34; 1.38; 0.10;13.90; 0.36;1;M17;Simbad;292.8812300;+46.2541311
 9590884;13.720; 7; 548.10; 37.40; 0.46; 4.161; 0.014;111.0;  5.2; 14.0; 0.8;   2076.7;   183.2;4923;152; 2.486; 0.010; 0.02; 0.30; 1.55; 0.11;11.78; 0.30; 1.49; 0.10;11.53; 0.29; 1.57; 0.11;11.85; 0.30;1;M17;Simbad;293.0084800;+46.2483789
 9590930;12.140;15;1138.80; 30.16; 0.64; 3.898; 0.044;130.6;  6.0; 13.1; 1.3;   5980.7;   381.6;4681; 80; 2.382; 0.011;-0.02; 0.15; 0.98; 0.09;10.56; 0.37; 0.89; 0.08;10.08; 0.35; 0.98; 0.09;10.56; 0.37;2;M17;Simbad;293.0241700;+46.2638889
 9591097;11.520;17;1235.60; 34.10; 0.65; 4.123; 0.033;114.0;  4.4; 14.2; 1.0;   3584.2;   178.9;4949;100; 2.447; 0.010; 0.05; 0.15; 1.23; 0.10;10.97; 0.33; 1.22; 0.10;10.91; 0.33; 1.24; 0.10;11.01; 0.33;2;M17;Simbad;293.0879200;+46.2280811
 9591529;12.440; 4; 206.40; 26.04; 0.75; 3.242; 0.050;173.5; 21.7; 10.1; 2.0;   7092.4;  1071.8;4563;134; 2.313; 0.015; 0.32; 0.30; 1.27; 0.15;13.00; 0.61; 1.15; 0.14;12.38; 0.57; 1.27; 0.15;13.01; 0.61;1;M17;Simbad;293.2623300;+46.2285389
 9592315;12.260; 8; 557.60; 39.12; 0.42; 4.024; 0.013; 87.8;  3.9; 14.6; 1.6;   1706.4;   137.2;4734; 80; 2.497; 0.007;-0.08; 0.15; 1.91; 0.11;12.92; 0.27; 1.74; 0.10;12.33; 0.25; 1.92; 0.11;12.96; 0.27;1;M17;Simbad;293.5757800;+46.2517200
 9593080;13.660; 6; 437.70; 46.84; 1.24; 4.740; 0.046; 62.0;  3.2; 19.6; 1.5;    972.6;    87.5;4939;172; 2.585; 0.014;-0.11; 0.30; 1.82; 0.20;11.39; 0.45; 1.72; 0.19;11.08; 0.44; 1.86; 0.20;11.53; 0.46;2;M17;Simbad;293.8551300;+46.2298889
 9593412;12.160;17;1235.50; 38.40; 0.81; 4.320; 0.048; 93.7;  3.6; 16.0; 1.5;   2480.2;   138.2;4818; 80; 2.493; 0.011; 0.10; 0.15; 1.40; 0.12;11.10; 0.39; 1.32; 0.12;10.79; 0.37; 1.42; 0.13;11.17; 0.39;2;M17;Simbad;293.9870000;+46.2626800
 9593478;13.440;18;1317.90;194.70; 1.20;14.677; 0.035; 35.0;  1.7; 52.9; 2.9;     41.8;    10.0;5206;160; 3.215; 0.008;-0.14; 0.30; 1.54; 0.10; 5.07; 0.11; 1.56; 0.10; 5.11; 0.11; 1.57; 0.10; 5.12; 0.11;1;M17;Simbad;294.0087300;+46.2539100
 9593557;13.840;15;1211.60;105.55; 1.09; 9.292; 0.016; 37.8;  1.7; 42.2; 8.1;     70.6;    13.4;5185;168; 2.948; 0.009;-0.49; 0.30; 1.51; 0.10; 6.84; 0.16; 1.49; 0.10; 6.78; 0.16; 1.56; 0.11; 6.95; 0.17;1;M17;Simbad;294.0358600;+46.2191200
 9593804;12.880; 9; 642.10; 32.89; 0.31; 3.968; 0.014;133.3;  6.7; 11.2; 0.6;   3580.1;   232.5;4568; 80; 2.414; 0.007;-0.43; 0.15; 1.14; 0.06;10.97; 0.22; 0.97; 0.05;10.14; 0.20; 1.10; 0.06;10.78; 0.22;1;M17;Simbad;294.1252400;+46.2472189
 9593820;12.840;10; 704.30; 70.15; 0.52; 6.863; 0.015; 73.7;  3.1; 21.6; 1.2;    639.9;    43.8;4826; 80; 2.755; 0.006;-0.15; 0.15; 1.34; 0.07; 8.04; 0.15; 1.24; 0.06; 7.72; 0.14; 1.36; 0.07; 8.09; 0.15;1;M17;Simbad;294.1304600;+46.2127800
 9594303;13.570;14;1042.00; 36.34; 0.70; 3.899; 0.011; 81.9;  3.7; 14.3; 1.5;   2032.5;   149.4;4826;147; 2.470; 0.012;-0.47; 0.30; 1.79; 0.15;12.91; 0.37; 1.61; 0.13;12.22; 0.35; 1.78; 0.15;12.87; 0.37;2;M17;Simbad;294.3009600;+46.2681081
 9594684;10.690; 7; 398.40; 35.40; 0.77; 4.244; 0.028;118.9;  4.3; 18.4; 2.0;   2718.5;   234.4;4733;165; 2.454; 0.013;-0.24; 0.30; 1.14; 0.11;10.51; 0.36; 1.02; 0.10; 9.91; 0.33; 1.13; 0.11;10.46; 0.35;2;M17;Simbad;294.4274600;+46.2389561
 9595000;15.810; 5; 424.90; 31.87; 0.81; 4.148; 0.245; 84.9;  9.4; 13.9; 2.3;   1954.6;   920.7;4833;169; 2.413; 0.014;-0.34; 0.30; 0.94; 0.24;10.01; 1.23; 0.86; 0.22; 9.58; 1.15; 0.94; 0.24;10.00; 1.23;2;M17;Simbad;294.5441900;+46.2917289
 9595311;13.570; 7; 467.30; 34.32; 0.68; 4.207; 0.073;117.9;  4.5; 14.0; 1.2;   3198.4;   313.3;4917;153; 2.449; 0.012;-0.17; 0.30; 1.14; 0.12;10.57; 0.48; 1.09; 0.12;10.32; 0.46; 1.15; 0.13;10.60; 0.48;2;M17;Simbad;294.6618300;+46.2010189
 9595645;10.320;18;1318.00;  5.95; 0.42; 0.945; 0.014;254.5; 28.3;  3.9; 1.1; 130516.9; 30761.2;4294;150; 1.658; 0.032;-0.18; 0.30; 1.91; 0.44;33.94; 2.73; 1.75; 0.40;32.49; 2.61; 1.89; 0.44;33.76; 2.72;0;M17;Simbad;294.7833300;+46.2357031
 9595767;12.850;15;1138.90; 33.58; 0.65; 4.026; 0.030;108.5;  4.3; 13.7; 1.1;   3360.8;   191.3;4958;151; 2.441; 0.012;-0.37; 0.30; 1.29; 0.11;11.34; 0.36; 1.21; 0.11;10.96; 0.35; 1.32; 0.12;11.45; 0.37;2;M17;Simbad;294.8409100;+46.2168389
 9595822;11.380;17;1235.70; 47.35; 0.42; 4.680; 0.013; 77.4;  3.7; 17.4; 1.7;   1183.7;    58.5;4717; 80; 2.579; 0.007; 0.01; 0.15; 1.84; 0.10;11.54; 0.23; 1.69; 0.09;11.04; 0.21; 1.86; 0.10;11.60; 0.23;1;M17;Simbad;294.8625200;+46.2073589
 9595844;12.980; 8; 557.60; 30.60; 0.46; 3.913; 0.049;132.9;  6.0; 14.0; 1.2;   4715.6;   359.9;4647; 80; 2.387; 0.009; 0.15; 0.15; 1.00; 0.08;10.59; 0.36; 0.92; 0.07;10.18; 0.34; 1.00; 0.08;10.59; 0.36;2;M17;Simbad;294.8714600;+46.2827300
 9595924;12.480;17;1235.70; 77.20; 0.61; 6.870; 0.015; 64.9;  2.7; 22.8; 1.1;    641.4;    37.7;4704; 80; 2.791; 0.007; 0.36; 0.15; 1.71; 0.09; 8.72; 0.16; 1.60; 0.08; 8.43; 0.16; 1.74; 0.09; 8.78; 0.17;1;M17;Simbad;294.9016100;+46.2896689
 9596083;12.930;17;1292.20;127.67; 1.22;10.512; 0.016; 32.6;  1.9; 38.9; 3.3;    176.6;    34.7;5178;169; 3.030; 0.009; 0.09; 0.30; 1.63; 0.11; 6.46; 0.15; 1.68; 0.11; 6.54; 0.16; 1.66; 0.11; 6.52; 0.16;1;M17;Simbad;294.9602100;+46.2742689
 9596106;11.330;18;1318.00; 21.29; 0.41; 2.681; 0.022;114.9;  6.0;  9.3; 1.3;   7216.2;   491.4;4716;100; 2.232; 0.011;-0.27; 0.15; 1.56; 0.13;15.81; 0.49; 1.38; 0.11;14.89; 0.46; 1.54; 0.13;15.74; 0.49;1;M17;Simbad;294.9664900;+46.2445911
 9596172;13.910; 5; 371.40; 54.42; 0.65; 5.872; 0.032; 84.6;  4.2; 20.2; 1.5;   1305.5;   119.8;4942;155; 2.650; 0.010;-0.16; 0.30; 1.21; 0.09; 8.62; 0.23; 1.16; 0.08; 8.45; 0.22; 1.22; 0.09; 8.66; 0.23;1;M17;Simbad;294.9875800;+46.2064589
 9596479;13.750;17;1308.60;155.88; 0.67;12.792; 0.030; 53.9;  2.0; 41.0; 1.8;     68.3;    14.9;5047;159; 3.112; 0.008; 0.04; 0.30; 1.30; 0.08; 5.26; 0.12; 1.32; 0.08; 5.28; 0.12; 1.32; 0.08; 5.29; 0.12;1;M17;Simbad;295.0947300;+46.2582089
 9596519;12.650; 9; 694.90; 42.89; 0.92; 4.427; 0.067; 91.7;  3.5; 17.8; 1.4;   2011.5;   107.4;4870;150; 2.543; 0.012; 0.12; 0.30; 1.79; 0.19;11.87; 0.51; 1.71; 0.18;11.58; 0.49; 1.84; 0.20;12.01; 0.51;2;M17;Simbad;295.1100800;+46.2742689
 9596639;11.520; 9; 642.10; 30.06; 0.60; 3.725; 0.019;130.3;  5.1; 12.5; 1.2;   4582.2;   275.0;4861;100; 2.389; 0.011; 0.06; 0.15; 1.23; 0.10;11.74; 0.33; 1.18; 0.09;11.51; 0.33; 1.24; 0.10;11.78; 0.34;2;M17;Simbad;295.1561000;+46.2223011
 9596857;13.090;16;1221.20; 31.09; 0.48; 4.105; 0.036;127.6;  5.0; 13.3; 1.2;   4264.6;   218.7;5018;154; 2.410; 0.010;-0.27; 0.30; 0.97; 0.08;10.16; 0.32; 0.97; 0.08;10.17; 0.32; 0.97; 0.08;10.17; 0.32;2;M17;Simbad;295.2371800;+46.2555889
 9596867;12.080;18;1318.00; 61.27; 0.66; 5.529; 0.018; 51.5;  1.8; 22.7; 1.6;    615.6;    27.7;4910; 80; 2.700; 0.007; 0.09; 0.15; 2.18; 0.12;10.91; 0.23; 2.11; 0.12;10.75; 0.22; 2.23; 0.12;11.04; 0.23;2;M17;Simbad;295.2432900;+46.2194400
 9596869;13.070;15;1138.90; 44.74; 0.83; 4.712; 0.010; 87.0;  5.2; 16.4; 1.1;   1851.3;    75.8;4699; 80; 2.554; 0.010; 0.09; 0.15; 1.51; 0.11;10.74; 0.27; 1.38; 0.10;10.27; 0.26; 1.52; 0.11;10.80; 0.27;1;M17;Simbad;295.2434100;+46.2879981
